"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60"
"I312"," 12.63539","  3.476917634"," -3.7662605","-0.86208871"," 1.459517722","-3.084343307"," 0.654098727","-0.255148817","-0.49648262"," 0.564709983"," 0.814984049"," 1.905852396"," 0.564273790"," 1.859816719","-0.01335307","-0.192540239","-0.137046874"," 0.015811650","-1.131564048","  0.662915381","-1.0909912994"," 1.295190799","-0.741780660"," 0.041164742"," -0.81765978","-2.034910911"," 0.576731688"," 0.378204270","-0.518248622"," 1.170287970"," 0.81954004"," 1.82767986"," 1.14206219"," 1.35903009","-3.131117193","-3.517971167"," 1.057835729","-2.4355014026","-1.96793556","-0.90862174","-2.24311761","-1.6220449685","-2.897543153","-1.409615791"," 1.34669496","-1.351978302"," 1.730562792"," 5.876717845","-1.4375919929"," 2.211688450"," 1.093615073","-3.1272796430","-3.791158375"," 2.869638200"," 2.77596544","-5.19842149","-1.429729087","-0.078155504"," 1.49374725","-2.30603992"
"I518"," 12.49913","-21.396412306","  1.8054145","-2.34538193"," 0.208347630","-1.995306694"," 4.773532748","-2.022581089"," 0.62195185"," 2.566253196"," 1.439868255","-1.051071931"," 0.319433186"," 0.109513024"," 2.48196728","-1.498249007","-2.026133269","-1.338970386"," 0.106478875"," -0.455584295"," 3.6419929743","-1.233658858"," 0.167893577","-1.344624877","  1.67738040","-2.042477319"," 0.122696833","-1.053431375","-0.410739486","-1.278912559","-1.90932610"," 0.20045516","-0.87053817"," 1.85350902","-0.615390400","-0.027380658","-1.259912778","-1.2256995742"," 0.72853150","-0.20875758"," 1.29059375","-2.5495274124"," 1.331260834","-3.069055503"," 2.49832363","-2.023822756"," 2.314682590"," 1.862408809","-1.6932526242"," 2.867286549"," 0.963986152"," 0.5221487533"," 3.615766843","-2.757103436","-0.19073165"," 1.84426821","-1.441975866"," 1.218472454"," 0.38510722","-0.67530865"
"I234"," 13.02524"," -4.596858092","  3.5455997"," 2.72869728","-0.570778827"," 3.863626048","-0.476602795"," 0.378136208","-0.87042147","-0.126791062","-1.052505948"," 1.915760851","-1.917317916","-0.692751420","-1.41741418"," 1.139598608"," 1.361041281","-0.228455875","-0.737706107","  2.661845394"," 0.3104531060"," 2.266174463","-1.218335798"," 1.780124385"," -0.67414128"," 0.900937671","-1.344386656","-0.271713754","-3.084905454"," 0.733327620"," 0.91642350","-0.10202309","-4.21453457","-0.62281868"," 2.681291827"," 1.829867195","-1.526557723","-0.9014327588"," 2.81353494","-0.77122691","-0.54680658","-1.0761207983"," 0.709562927","-1.737088832"," 0.79717867","-1.768854102"," 0.784035730"," 0.904214580","-0.4584498188"," 0.051865169","-1.582133812","-0.9252544182"," 1.116056649"," 3.144721075"," 1.10754044"," 2.05269947","-2.971388030"," 0.579278472"," 0.21355967"," 0.81693533"
"I163"," 13.73457","  5.112372183"," -4.9026479"," 2.77399694"," 0.476502360"," 2.985701481"," 2.992406104"," 0.222785513","-1.69782314"," 0.836018714"," 2.505776648","-0.436602555","-0.830639452"," 0.256574510"," 0.19410534"," 1.263616468"," 1.488059538"," 0.440983887","-2.356405370","  2.096346245"," 2.5259558179"," 0.269889824"," 1.323822142","-1.476119551"," -0.27175078"," 1.432102403"," 0.214269488"," 0.235132209"," 2.946319302","-2.243628129","-1.36758373","-1.75784505","-0.36381790","-2.49530151","-2.581041506","-1.734324278"," 1.121740182"," 2.6257509904","-0.46098378"," 0.18709847","-0.89273749"," 1.3135851708","-3.528864539"," 1.030561576"," 3.19387843"," 1.765704538","-1.572980193"," 1.450784127","-1.6445616539"," 0.040100496"," 0.061606027","-1.0359758585"," 1.095861496","-0.685559399","-0.57770909","-0.54832349"," 1.106092724"," 0.542365662","-0.45641724","-0.75631044"
"I053"," 12.94973","  4.290908408"," -6.5724530"," 6.60089037","-6.108628264"," 1.444685679","-3.012875394"," 4.271374757","-3.27263087"," 0.303247269"," 4.542554231"," 0.364438021","-3.021891816","-1.454122792"," 0.15302054","-0.739431234"," 2.987972111","-0.894620898","-0.278615346"," -0.712224861"," 1.1295995504","-0.497559919"," 0.431091377","-0.291779592"," -0.20316305","-0.409569700","-0.524842175","-0.937453381"," 1.036819025"," 0.487537593"," 1.92466649"," 0.81670898","-2.49318223"," 1.86647114"," 0.331641442","-2.457136103"," 0.286990107","-1.5641086450","-2.31075968"," 0.79093811"," 2.16125016","-3.3140678995"," 3.993134331","-3.154497056","-3.04897573","-0.398725551"," 2.293729129","-0.335828320"," 0.0215983316"," 2.282719202"," 1.051778017"," 1.2609384504","-0.508747951","-0.789258225"," 0.62251142","-1.12935240","-1.335513452","-3.270534238","-1.60855136"," 1.76813546"
"I013","-14.20067","  8.574740959"," -5.6714877","-0.13370418","-0.027753528","-3.547540383","-0.444971563","-2.356245761","-2.37010817"," 0.399205507"," 1.685612854"," 1.219168906"," 0.154731331","-1.182973362","-1.76986540"," 0.625628571","-0.022302743","-0.829874818","-0.371683510"," -1.526668854","-1.2987462991","-1.102223194","-0.255477302"," 0.533351391"," -1.73257970","-0.203594326","-0.982596070"," 2.711062795","-1.058811173"," 1.654624138","-1.01022997"," 0.87978192"," 0.29935525"," 1.54495885","-0.707514510"," 0.863705699","-1.112640473"," 0.4366695382","-1.64728019","-0.76610759","-1.23512899","-0.5464950377","-1.475471935","-0.242708260"," 1.23225384","-1.356298305"," 1.337913411"," 0.871333705"," 1.3575643142"," 1.489047082"," 2.400851093","-2.0897057719"," 0.699549237"," 0.810473130"," 1.10863364"," 1.71327752"," 0.491455034"," 3.899448406"," 0.30113752"," 1.82561371"
"I600","-14.01481","  0.808630523","  4.0943369"," 0.43174855","-4.367004872","-1.288330032","-4.757634097","-0.047151051","-2.51835311"," 1.849965243","-1.088585290"," 0.032372846","-0.206940148"," 3.192793975","-0.77631912"," 1.230501668"," 1.150390734"," 0.985388279","-0.719349130"," -0.094200599"," 0.6331153502","-1.299352563"," 0.817194470","-1.616989878","  2.18095519","-0.365455921"," 1.608054548","-2.216462574"," 0.515260821","-1.775272545","-1.70177010"," 0.58216463","-0.58278068"," 0.13637948"," 0.005833694","-0.494466209","-0.394938024"," 1.0005413461"," 0.72181342","-0.98688422","-0.18486618","-1.0031322319"," 0.615049844"," 0.988786619"," 0.21363806"," 0.664563753"," 0.748214176","-1.351340100"," 1.9322327050","-0.183820547"," 1.118354508","-0.2270207389","-0.646911973","-0.713754681"," 0.11588779","-1.39143577","-2.216698591"," 0.966037326"," 3.66081893","-0.71840485"
"I544"," 13.31594"," -4.799886999","  1.7314319","-1.07541383"," 2.388436603"," 4.930866944","-1.516820890","-1.364237319"," 2.13148676","-0.411174400","-1.354691482"," 0.016223830"," 0.331356641"," 0.240798447"," 0.92090214","-0.636014435"," 1.490838458","-1.010204076"," 0.132627740","  1.990122475"," 1.3269765561"," 0.558925430","-0.862624037","-0.685359197","  0.46340097"," 0.242427632","-0.018227705"," 0.958960005","-0.075555022"," 1.331540731","-0.10859926"," 0.57376929","-0.58135535"," 0.34170676","-0.469046141"," 0.223963386"," 0.723341666","-1.8560342179","-1.39725557"," 1.25235535","-1.17969370","-1.6753718657"," 1.503564505","-0.337557109","-0.57193358","-0.173865159","-0.364728039","-0.931717924","-0.7833805863","-0.386515915","-1.745139735","-0.6106430538"," 0.854361482"," 1.515706193","-0.09067758"," 1.27146718"," 3.584808113"," 1.372033764"," 0.20296845","-1.78522476"
"I496"," 11.69644"," -4.216109449","-12.6222350"," 7.68844991","-4.731999055"," 1.752180468","-9.546714039"," 2.113215712","-2.38757231","-1.268386015"," 2.317843300","-2.013284849","-2.558571481","-1.089856819"," 0.30322956","-0.870038069"," 2.789145328"," 0.285951623"," 1.550183803","  0.839292222"," 0.6153782168","-0.695942073","-0.349211571","-1.874102845","  0.15085784","-1.231945940","-0.284920694","-0.048802042"," 0.727654733"," 1.163520102"," 2.38283997"," 1.09910856","-2.03290765"," 2.58333426"," 2.315188671","-1.627162904","-0.060631217","-0.8712575870","-2.64658608","-0.01171827"," 1.97098138","-3.1366448654"," 4.345858863","-5.287524313","-3.07570833"," 0.383764766"," 4.303288906","-0.964994701"," 1.1049352797"," 2.182798457","-0.156683794"," 1.4632418744","-0.238028475","-2.192421687"," 0.39819626","-1.59906676","-1.315283478","-2.208893315","-0.83162895"," 2.85965721"
"I386"," 12.91478","  1.554501891"," -2.6590048"," 0.65472438"," 3.018911793","-0.453500377"," 0.991868977","-0.672913291"," 3.88350134"," 1.893466059","-3.922307332","-5.069867932"," 0.981372599"," 1.147455865"," 4.30362246","-0.733426150"," 2.343276609"," 5.271206444","-2.208958747","  1.123838323"," 0.3113590394","-3.156331870"," 0.742714155","-2.531844257"," -4.88830514","-5.020359161"," 0.216550727"," 1.262018287","-1.740695376","-0.773611255","-3.27141755","-0.89112526"," 0.51042259","-1.40307613"," 1.189177733","-1.265591354"," 2.524160881"," 0.5293022448"," 0.43116880","-1.05265542","-0.42245529","-3.0084033464","-0.278456285","-0.307546747","-2.02549462","-2.503497150","-0.293387628","-1.386084951"," 0.9239483331"," 0.945116023"," 0.919438106"," 0.5526015805","-1.087051380"," 0.081432205"," 0.34607691"," 0.20009528","-1.991695047","-1.025688028"," 0.02761734"," 0.69757434"
"I176","-14.68379"," -1.323369894"," -6.5551508"," 3.30376815"," 1.236843135","-0.548979675"," 1.932825913"," 0.235380881"," 0.66845373"," 1.275547059","-0.744770790"," 2.730183408","-2.542499239"," 0.361465171"," 0.06474146","-1.799145585","-0.685350719","-0.147459132","-0.619664382"," -1.716183260","-0.0897353195","-0.603809116"," 0.434962774"," 0.683842426","  1.02315735","-0.695370453"," 0.944336696","-0.007563659"," 1.204585870","-0.384729539"," 0.65349139"," 0.60420577"," 0.37343419","-0.65495405","-1.757251408","-0.423135129"," 0.176958330"," 0.1569113841","-0.51935803"," 0.41796274"," 0.30985909"," 0.7454511340","-0.292119665"," 0.654849152"," 0.58916781","-1.008665253","-1.461190551"," 0.331029478","-1.3594400145"," 0.561940303","-0.069786208","-1.5615009117"," 0.690209596","-0.136766922"," 0.46005706","-0.29764820","-1.013927232","-0.344097363","-1.51464379"," 0.29006092"
"I184"," 13.61794","  2.475580117","  1.9263674","-6.00465606","-4.407121859"," 3.854692273","-2.268412057","-0.198579346","-1.46774494"," 1.087686410"," 1.320250579","-1.390301528"," 1.871153012","-0.403298385"," 0.66606824"," 0.519117714"," 0.578313129"," 0.065569811"," 0.780199181","  0.723416807","-2.2280145375"," 0.791358321","-0.560299481","-0.023916109"," -0.30869641","-1.342398516"," 0.700357647"," 0.237990090"," 0.372020696"," 2.755693609"," 0.14956374","-0.05726950"," 0.33478668"," 0.33463462"," 2.769253054","-0.708744531"," 0.753568982"," 1.0704714451","-1.67229962","-0.95958189"," 0.33340759","-0.1313018854"," 0.392113511"," 1.627581342"," 1.11857247"," 4.931622739"," 0.285792109","-1.966515337"," 1.6655846781"," 2.555210572","-2.675730591"," 1.3560073253"," 0.889962937","-3.023499262"," 1.61221075","-2.16153197","-1.901598773"," 1.576590719"," 2.79439849"," 1.00857204"
"I589","-14.15749"," -3.278959068","  8.4368540","-0.13291475","-0.306533664","-1.794556905","-0.417404334","-0.286434337"," 0.67170242"," 2.482585236","-1.464091262","-1.013690874","-0.799053668"," 0.507965066","-1.68527025","-1.938988735"," 0.053312269"," 1.220703716"," 1.925919566","  1.873644723","-1.6372179686","-1.259557354","-1.363036494","-1.133957611"," -0.50064366","-1.407943504"," 0.482488002","-0.093574993"," 0.466353591","-0.944217756","-0.21107626"," 1.67848114","-1.06027588"," 0.55792741"," 2.708811856","-1.417595397","-2.242133788","-1.8416343286","-0.10670991"," 0.04498886"," 2.95634887"," 3.4157097124"," 0.149017630"," 1.238341417"," 2.46906610"," 2.204525311"," 3.686922953","-0.003097207"," 2.6155319202","-2.140288045","-0.247172975","-0.1830197965","-1.165382244","-0.151111133"," 0.40485689"," 0.59214923"," 1.330484449","-0.539248127","-2.08560541"," 0.33814813"
"I249","-14.33650","  4.495293313"," -6.7229032","-0.24435769","-1.779140244","-2.494232209","-0.067586375"," 0.699413407","-0.61532560"," 0.370185130"," 0.442801252","-1.014785818"," 1.904738832","-0.821510784","-1.46014567","-0.093311549"," 1.004650908"," 1.461883162","-1.685131328"," -1.234077876"," 0.5131814446"," 1.164924184"," 1.006573272","-0.703092873"," -1.88524350","-0.012228106","-0.602271531","-0.690051529","-0.627704692","-0.139339939","-0.07417910"," 1.22701152","-2.08326034"," 0.65930872","-0.071866144","-0.658055734","-0.178205378","-0.0902717646","-1.14679659"," 0.54901604"," 0.36890263"," 2.0313376475","-0.333963880"," 0.691270074","-0.93670707","-0.636262691"," 0.236325691","-1.266138375","-2.2100922709"," 0.030206176","-0.556909554","-0.1121365088"," 0.093306596","-0.167408068","-0.55528489"," 0.23412112","-0.318998297","-1.779773616","-0.52497922"," 0.56139080"
"I271","-14.78146","  8.479749892"," -4.6474263"," 0.18630028"," 4.956342100","-1.446780867"," 0.722418443","-0.685094794","-0.68351399"," 0.683647363"," 0.388597718"," 0.409754444","-1.193295805","-0.381765484","-1.28233081"," 0.001855741","-1.010474768"," 0.883595382","-0.065074501"," -0.007992753"," 0.0195065587","-0.411895823","-0.406932488","-0.609413294"," -0.64880832","-0.310454453","-0.418267244","-0.201991549","-0.304709926"," 0.442446565"," 0.87212406"," 0.41517624","-1.49871126","-0.77300393","-1.679521928"," 0.467861748"," 0.139024391","-1.1458729710"," 0.54040802","-0.50684912"," 0.89538789"," 0.0451601100","-0.151943748"," 0.392137640","-0.76868088","-2.428504912","-0.167043831"," 2.182932213","-0.4200301901","-0.668986993","-1.249180417"," 0.1538735704"," 1.438689571"," 0.882538598"," 0.13030695","-0.62837589","-0.846635084","-1.678591483","-0.35147169"," 0.48554095"
"I173"," 12.69447"," -3.380054618","  9.4098607"," 6.21487788"," 0.603356294"," 0.054229335"," 2.885368543"," 1.387734202"," 0.98381670"," 0.262175082","-2.079232519","-1.376039498","-3.087110357"," 5.483376406"," 0.46191711","-0.706719887","-0.039352209"," 3.079619123","-0.099991627"," -0.841272129"," 3.2927781231","-2.119978790","-0.650953407"," 1.190062643"," -3.58532045"," 1.759748156","-1.105541839","-3.716606686","-1.399785204","-1.371154357"," 2.48855750"," 2.45442860"," 4.35137960","-0.50467359","-0.992998158"," 2.352283670","-2.374184205","-1.9326363976","-1.86911765"," 0.83537211"," 4.35607446"," 0.6221707929"," 0.903964917","-1.974419784"," 0.88698903"," 1.653262453","-1.675215326"," 0.646375571","-1.2638942138"," 2.169211053","-1.561302397"," 0.6550617148"," 3.027524980"," 0.424345507"," 2.44674518","-1.69243037","-0.942240108"," 1.092791980"," 1.18157633"," 0.47198174"
"I324"," 12.87224","  2.739614269","  8.7090005"," 3.87968626"," 2.062873696"," 2.630662332"," 2.203900785","-2.087930914"," 2.00406826","-0.502575812","-0.223139533"," 1.129009555"," 0.165696098","-1.571366686","-0.78356512","-1.917341986"," 0.323244376"," 1.518222590"," 0.545332055"," -3.512935674"," 1.7139999881","-2.611585482","-2.293659061"," 0.528233294","  1.34790416"," 3.324318026"," 0.772090782","-0.898295417","-0.735850183","-3.246538878"," 4.70167531","-8.44228699","-0.66731629"," 7.25222841"," 5.060819268","-2.585302491","-0.432190494","-0.1873584704"," 0.23005245"," 1.52245214","-1.00276462","-0.1757393050"," 2.739147168"," 2.845103162"," 2.36773777","-0.419728587","-0.956223337"," 2.780700722"," 3.3617307138"," 2.822649775","-0.053100663","-3.5604138773","-2.010105410","-0.024838161","-1.71794608"," 0.79703384","-0.616049130"," 0.030679692"," 1.82296090","-1.41089669"
"I065","-14.08967"," -9.887874039","  2.1087681","-2.14902499","-3.470353265"," 1.122918243"," 4.471810739","-0.281295741","-0.08228944"," 1.400935723"," 0.367343885"," 0.973724019","-2.809957944","-0.912405357"," 0.22166912","-0.782072972"," 2.489942710","-1.673529587"," 1.562612220","  0.674080947","-0.9650285128"," 1.832508297","-0.864209539"," 2.639364439","  0.96817231"," 1.253416905"," 0.914541274","-1.300980194","-0.644425938"," 0.567611233","-0.17032778"," 0.01683781"," 1.26742701"," 0.21061251"," 2.695471659","-1.857119947"," 0.626108167"," 0.9691911088"," 1.27762831"," 0.18545095"," 0.79615304"," 0.8396764961","-2.876233779","-0.698930560","-0.64385776"," 0.962361736"," 0.218008601","-0.101237164"," 0.7203532742","-0.794085264","-0.169823124"," 0.7357279680","-2.392000808"," 0.622333454"," 2.05762248","-0.53371084","-1.366280748","-1.895342978","-0.17699322","-0.52759868"
"I260"," 13.71112"," -7.744349070"," -1.4325497","-3.00025951","-3.240993985"," 0.644441389","-1.128757221"," 3.350433068"," 3.31681896"," 0.830291818","-3.364311841"," 0.508541764","-0.814672051"," 2.957794764"," 1.33971540","-1.478347840","-0.976474048","-0.368302046"," 0.323566774","  1.533365467","-0.5537147550"," 0.433532345","-1.480725071","-0.344903482"," -0.89006905","-0.223319823","-0.717727657","-1.416870242","-0.244197578","-1.897874076","-0.56351566","-0.16534572","-1.95047696","-0.27341510","-0.595250636"," 0.884771906","-1.006945196","-1.2095706219"," 0.08351422"," 2.07190542"," 1.26542703","-1.1217182945","-1.429682489"," 2.887778415"," 2.16592201"," 0.559229845"," 2.282595777"," 2.538586296","-1.4808141181"," 0.637614885","-0.542378335","-1.3663902448","-1.706696313","-0.492612440","-2.38648559"," 0.41360082","-0.710980557"," 1.185613092"," 0.57363772","-0.29114670"
"I536"," 12.13624"," -9.065240033","  2.7485309"," 2.32372618"," 1.693554999"," 0.971309648","-0.763784927"," 1.420827835"," 0.22577543","-0.664215840"," 0.213676816","-0.140362245","-1.665852637"," 2.121474558"," 0.22098923","-1.615574439"," 1.587438227"," 2.708616945","-2.360959252","  1.059127494","-0.6885194356"," 0.689884775","-0.153732149","-0.689264837","  0.01828174","-0.508675851"," 0.312607373","-0.718783812"," 2.365548232","-1.527565212"," 1.60367291"," 2.09640694"," 0.99921282"," 1.16444512","-2.652881899"," 2.589674806"," 0.508723788"," 2.7468852079"," 3.49788668"," 2.52825370","-0.92581669","-0.4667798593","-0.380185165","-0.842484802"," 2.67909313","-0.131519057","-2.355147742","-0.401099962"," 3.0350103175"," 0.886068652"," 0.274636195"," 0.8069405836","-0.584563088"," 1.547815160"," 1.12716420"," 0.13750488"," 1.588752363","-2.036850257","-0.83975040","-1.65040105"
"I533","-14.50222","  6.075320911"," -2.6954261"," 2.89416603"," 3.416195204"," 1.840768180"," 2.967005860","-2.441440632"," 0.89570974"," 0.125535196"," 0.306573208"," 0.835164668"," 0.890805069","-1.102546297"," 0.61191813","-3.000014233"," 0.630952780"," 1.788391058","-1.407162517"," -1.617214518"," 1.6089194528","-0.875966816","-1.440008630"," 0.830889662","  0.52652921"," 0.932126462"," 1.066089417","-0.413158154"," 0.497963677","-1.347306295"," 3.94951173","-5.83716272","-0.71784814"," 4.92054091"," 3.169626221","-0.868733488","-0.388340493","-0.0002335504","-0.62654122"," 1.22250140","-1.51545842"," 0.1746790778"," 1.246175221"," 0.627524023"," 1.53523704","-0.728048131","-1.003539213"," 1.030161325"," 2.3189545219"," 2.154387155","-0.405548497","-1.9407139404","-1.106632260","-0.700592888","-1.69867203"," 0.07131050"," 0.550489525","-0.447497989"," 0.98048842","-1.05102197"
"I395"," 14.17305","  4.260399910","  0.8533766","-2.84491947","-1.632793462"," 3.909343657","-3.159137198","-0.359479705"," 0.03002369","-0.786472349","-1.086026651","-0.913813963"," 0.005751958","-0.073795409","-0.94364274"," 0.374413357","-2.767184907"," 1.440049635"," 0.722776250","  1.094344940"," 1.3021098574","-1.420917774"," 0.410717045","-0.120923842","  0.06307839","-0.418319421"," 0.017399687"," 0.943959733","-0.424932856"," 0.959276673"," 0.44323151","-1.89144493","-0.16176696","-0.34187011","-1.330685942","-0.735144320","-2.787802881"," 0.4723007907"," 0.12588827"," 1.17848450","-0.76909469","-0.9136835009","-1.827803929","-0.358440988"," 0.96547973"," 1.321775990"," 2.169040458","-0.982927334","-0.2661297910","-0.818759569","-0.924278645","-0.6456178958"," 0.675756519"," 0.926395602","-0.60381836"," 0.97427111"," 1.240323634","-0.208096631","-0.65222593","-0.02110928"
"I170","-14.58716","  1.552811745"," -8.0704199"," 0.16665741","-1.459130901","-1.668596369","-1.244690319"," 1.626267841","-0.20470033"," 0.916820574","-1.550086568"," 2.042808439","-0.897045626"," 2.932222673","-0.45045013"," 3.036064148","-1.393900776","-1.693417158","-1.713899386"," -1.422987394"," 0.8595719509","-0.544973786","-2.291266512"," 1.956353446","  0.56575384","-2.029132339","-1.324180090","-1.291857868"," 0.346332353","-1.003178256","-2.68662161"," 2.77119587"," 0.89068079"," 1.40593179"," 2.033611393","-3.162169905"," 1.583954721","-1.3873551025","-2.35095382","-0.02242709","-1.05540618","-2.4033106045"," 1.580973349"," 4.648168735","-1.29099441"," 0.452130432","-2.890926694"," 0.951104608","-2.2548847593"," 0.833783576"," 1.255708066","-1.1324689227","-0.951941308","-3.593692348"," 2.23418916"," 2.12634082"," 5.036525705","-1.398333617","-0.73106908","-0.52731489"
"I044"," 14.76582"," -3.892687225","  6.1252009","-2.16655318","-0.836851806","-1.913776772"," 3.729870749"," 2.988181239","-2.00052584"," 0.332312846"," 2.955744381","-1.191823450"," 0.661922376","-1.396671007","-0.75418988","-0.189072506","-0.828165676"," 0.327068252","-0.432941369","  0.831013841"," 0.2578681773","-0.324676596"," 0.740867828"," 0.505487450","  0.77247113","-1.178491349","-0.183313710"," 0.594038776"," 0.635267763","-0.307620595","-0.95962350"," 0.92602209","-1.23495523","-1.25298807"," 1.068866238","-0.845687342"," 0.979470221","-0.1793792503"," 0.97190215"," 1.02354355"," 0.02198112"," 0.8590681280","-0.878819537","-0.882730662","-1.32824518","-0.219168475","-2.335744152","-0.074386805","-0.8159493885"," 0.079993845","-0.400876103","-1.1025425265"," 0.345875430","-0.607542868","-0.27525149"," 1.93812062"," 1.469234073","-1.477018471"," 0.59768376"," 1.96762258"
"I372","-14.01781"," -1.664134765","  0.1205664","-3.22780547","-3.790207413","-2.882983424","-2.672407586","-1.105978675","-2.64355957","-0.580954351","-2.213611515","-3.849393663","-0.959297913","-0.050558687","-2.77508189"," 1.281830241"," 1.634425669","-0.361672639","-1.399060092"," -5.455938228"," 0.7397071543"," 2.173287110","-1.321100825"," 0.048069231"," -0.72249621","-1.214040460","-2.363896561","-0.060885572"," 3.184752662"," 2.079923999","-1.97321624","-5.03127619","-0.31054762"," 0.96283571","-0.946268270"," 2.383379666","-0.281547990"," 1.0754317998","-0.71447051","-0.82697492"," 0.77992495","-0.3362216191","-1.173309596","-0.326801915","-0.89772777","-0.535319388"," 0.673229576","-1.603974507"," 0.0471637302","-0.209480213","-0.398500113"," 0.0780404847","-0.862295470","-0.753475285","-0.68611674","-0.55698272","-1.780501123"," 1.163627437"," 0.08964480","-2.09060804"
"I444"," 13.70304","  3.879159524","  1.3480131"," 1.16119070","-3.352593277","-0.785357740","-2.528751013"," 0.447391745"," 1.64634646","-0.737732236","-2.308508108"," 5.125338229"," 1.039649793","-0.683427817"," 0.92025247","-0.501132751"," 0.237772862"," 0.639786733","-2.248649061"," -1.756441213","-0.5763987070"," 0.862375375","-0.972686345"," 1.203475977","  1.06198535"," 0.359492700"," 1.988683698"," 0.302866002"," 1.036712208"," 0.153486241","-0.96201315","-0.71479456"," 0.59856215","-0.64667162","-1.560049394","-0.116564925","-0.217024745"," 1.0216770986","-0.45038721"," 0.63814100","-0.19725887","-0.5573485558","-0.576946560","-0.741192833","-0.30013390","-0.014102144"," 0.104180851","-0.050576539"," 0.5286618571","-0.645944840"," 1.223641802"," 1.3197560292"," 1.247485792"," 0.636691851"," 0.72140597","-0.34449347"," 1.312933221","-0.132650660"," 2.33484209"," 0.21008729"
"I114","-14.30442","  3.030814390","  7.4298880","-1.28619845"," 4.306078987"," 0.195594668"," 2.262478770"," 0.241226795"," 1.67067577","-3.500391212"," 5.804273368"," 0.733840530"," 0.352828561"," 0.470842501"," 1.38658730"," 0.687133641","-1.331940733"," 3.035141052","-1.111613865","  0.535443504","-0.8026810228"," 3.749948469","-0.823437597"," 2.074948374","  1.88859110","-1.723992046","-1.274622235","-2.792327243"," 0.524076077","-1.556546258","-2.54145823","-1.28539503"," 1.02040428","-1.21710706","-1.540610461"," 0.301163653","-0.979053238"," 2.6497519253","-1.44456445"," 1.22505008","-0.55179204"," 0.6028665891"," 0.308089753"," 0.065631595"," 0.19836557","-0.716496061"," 0.552020323","-1.011260881"," 0.3343166008"," 1.356505089"," 2.592500732","-0.0757397079"," 0.520789194","-0.560369530","-1.59985415"," 0.85495254"," 0.615553167","-0.137998006"," 0.05142226"," 1.44852880"
"I310","-14.11562"," -1.279559997"," -3.5441294","-3.22808496","-2.798737499","-0.308745233","-1.796625753"," 3.447194997"," 3.12149032","-0.923001133","-2.264348988","-0.186092613"," 1.033816679"," 0.613190668","-1.58871385","-2.471678344","-0.758390962"," 0.465031062"," 0.751934148","  1.648764354","-1.6395584487","-1.923729508"," 0.764646306"," 0.699731929","  0.57510572"," 0.364869545","-0.075632018"," 0.565056747"," 0.145079062","-0.493976393"," 0.30757689"," 2.04103057"," 0.49904929","-0.14852110"," 0.814599787","-0.111717441"," 0.015525009"," 2.1942050398"," 0.18352607","-0.32451262","-0.55714842"," 1.6026064481","-0.259845230","-0.564704441"," 1.63120378"," 0.665286746","-1.570485960"," 0.930490806"," 0.6179986467"," 1.359862530","-1.430415497","-1.0793068033","-0.336110208"," 0.511222916","-2.04359070","-0.26639958","-0.316504284"," 1.658114879"," 0.73226257","-1.43507338"
"I493"," 13.47137","  3.083308522"," -5.1388332","-1.72777550"," 1.113228205","-2.254573087","-1.068725664"," 0.603997182","-2.41794574","-0.293839964"," 0.104950987"," 0.515565039"," 1.160784255"," 1.304804474","-0.71167553","-0.069673476"," 0.250058139"," 1.049536733","-0.518635854","  1.030169953","-0.6579812441"," 0.183714541","-0.997609535"," 1.474808447","  0.56759057"," 0.352533382"," 0.056446398","-0.552722769","-0.543256802"," 1.040600679"," 0.23905479"," 0.54804230"," 0.22400757"," 1.12881094","-1.194768827"," 0.236218349"," 0.736671213"," 1.0577656293"," 1.63752038","-0.24527496","-0.15497807"," 0.2094411675","-0.952175212"," 0.360664824","-0.95393528"," 0.675762180","-0.873045479"," 0.955653038"," 1.0300791704"," 0.287021697","-1.175394679","-0.3773684152"," 0.128308038","-0.265891334"," 0.16519139","-0.66430466"," 0.302885888","-0.128878520","-1.00573375"," 0.74433655"
"I532","-14.52560","  0.162427449"," -0.8658232","-2.28169368","-1.113788719"," 4.032353868","-0.221668960"," 1.751443447","-0.60170350"," 1.554247561","-2.949827986"," 1.050749794"," 0.560459161"," 1.551272485","-0.28467611","-0.601307609"," 0.730234372"," 0.548584366","-0.866505388","  0.810339746"," 0.1678174357","-0.785697967"," 0.340791271"," 0.673264755"," -2.40345710"," 0.421854184"," 0.432114053"," 0.315830914"," 1.259791882","-0.631540566"," 1.36044952"," 0.07616067","-1.40822319","-0.06616466","-0.446565738"," 0.109685257","-0.508633095","-0.4996234574"," 0.89981830","-0.67545777","-0.76528771"," 0.3802223087"," 0.380478527","-0.703279306"," 0.86236253"," 1.569855608","-0.183017121","-1.296621621"," 2.6705182209"," 0.175952129"," 1.542690862"," 0.7383883354"," 1.131380878","-0.690731762","-1.00093105","-0.39914031"," 1.152610388","-0.644304186"," 0.07234449"," 0.31852415"
